IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"3.104.232.198","*.i-linkresearch.com","","","","","*.i-linkresearch.com|i-linkresearch.com","","false"
"3.104.232.200","*.ap-southeast-2.es.amazonaws.com","","","","","*.ap-southeast-2.es.amazonaws.com","","false"
"3.104.232.203","a1activate.com.au","","","","","a1activate.com.au|www.a1activate.com.au","","false"
"3.104.232.206","mcprod.jameslane.com.au","Magento Cloud","FR","","","","","true"
"3.104.232.205","*.nxt.to","","","","","*.nxt.to|*.watercorporation.nxt.to|nxt.to","","false"
"3.104.232.210","kube-apiserver","","","","","a41d28831a2ffd8e64583bb1b9d31951.gr7.ap-southeast-2.eks.amazonaws.com|ip-10-0-96-150.ap-southeast-2.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","10.100.0.1|172.30.27.211|10.0.96.150","false"
"3.104.232.212","example.com","","","","","example.com|www.example.com","127.0.0.1","true"
"3.104.232.230","k.megaport.com","","","","","k.megaport.com|*.k.megaport.com","","false"
"3.104.232.233","*.x-info.com.au","","","","","*.x-info.com.au","","false"
"3.104.232.234","*.sandbox.legalgateway.com.au","","","","","*.sandbox.legalgateway.com.au","","false"
"3.104.232.236","dxcinnovationlabs.com","","","","","dxcinnovationlabs.com|*.dxcinnovationlabs.com","","false"
"3.104.232.245","uat.redflexnz.onl","","","","","uat.redflexnz.onl|*.uat.redflexnz.onl","","false"
"3.104.232.247","*.violet.preprod.myqld.developer.qld.gov.au","","","","","*.violet.preprod.myqld.developer.qld.gov.au","","false"
"3.104.232.248","rdgw.access.gosalary-anchorbuild.com","","","","","rdgw.access.gosalary-anchorbuild.com","","false"
"3.104.232.197","*.vpn.sse.cisco.com","Cisco Systems Inc.","US","San Jose","California","vpn.sse.cisco.com|*.vpn.sse.cisco.com","","false"
"3.104.232.255","*.test.aa.co.nz","","","","","*.test.aa.co.nz","","false"
"3.104.233.4","*.propertyiq-cloud.com.au","","","","","*.propertyiq-cloud.com.au|propertyiq.com.au|propertyiq-cloud.com.au|*.propertyiq.com.au","","false"
"3.104.233.10","*.weatherzone.com.au","","","","","*.weatherzone.com.au|*.theweather.com.au","","false"
"3.104.233.18","*.centracx.com","","","","","*.centracx.com","","false"
"3.104.233.19","*.opengov.nsw.gov.au","","","","","*.opengov.nsw.gov.au","","false"
"3.104.233.32","findmybus-api.snapper.co.nz","","","","","findmybus-api.snapper.co.nz","","false"
"3.104.233.37","admin.goframeit.com.au","","","","","admin.goframeit.com.au","","false"
"3.104.233.44","*.adt.tu-sight-adt-tst-nxbos.net","","","","","*.adt.tu-sight-adt-tst-nxbos.net","","false"
"3.104.233.45","*.saleslinkgroup.com.au","","","","","*.saleslinkgroup.com.au|saleslinkgroup.com.au","","false"
"3.104.233.51","vps2.activacs.com.au","","","","","vps2.activacs.com.au|cpanel.vps2.activacs.com.au|cpcalendars.vps2.activacs.com.au|cpcontacts.vps2.activacs.com.au|mail.vps2.activacs.com.au|webmail.vps2.activacs.com.au|whm.vps2.activacs.com.au|www.vps2.activacs.com.au","","false"
"3.104.233.52","*.sand.au.edge.zip.co","","","","","*.sand.au.edge.zip.co","","false"
"3.104.233.54","pathwaybusinessgroupptyltd.3cx.com.au","","","","","pathwaybusinessgroupptyltd.3cx.com.au","","false"
"3.104.233.55","caprover.com","CapRover.com","CA","Vancouver","British Columbia","","","true"
"3.104.233.57","bloomee-gift.bloomeelife.com","","","","","bloomee-gift.bloomeelife.com|*.bloomee-gift.bloomeelife.com","","false"
"3.104.233.58","*.staging.cloud.workstar.com.au","","","","","*.staging.cloud.workstar.com.au|staging.cloud.workstar.com.au","","false"
"3.104.233.62","http-alb-iam.syd-apps.prod.canary.edgeguard.ec2.aws.dev","","","","","http-alb-iam.syd-apps.prod.canary.edgeguard.ec2.aws.dev","","false"
"3.104.233.69","*.caspio.app","","","","","*.caspio.app","","false"
"3.104.233.70","*.eliteelevators.com.au","","","","","*.eliteelevators.com.au|eliteelevators.com.au","","false"
"3.104.233.75","prodsydney.aws.luciditysoftware.com.au","","","","","prodsydney.aws.luciditysoftware.com.au|*.prodsydney.aws.luciditysoftware.com.au","","false"
"3.104.233.76","goanywhere.woodside.com.au","Woodside Energy Ltd","AU","","Western Australia","goanywhere.woodside.com.au|app.goanywhere.prd.woodside","","false"
"3.104.233.78","www.checkit.link","","","","","www.checkit.link|checkit.link","","false"
"3.104.233.81","CloudFlare Origin Certificate","CloudFlare, Inc.","","","","*.varicon.com.au|varicon.com.au","","false"
"3.104.233.84","*.otohub.com","","","","","*.otohub.com","","false"
"3.104.233.87","*.apse-2-https-canary.waf.aws.dev","","","","","*.apse-2-https-canary.waf.aws.dev","","false"
"3.104.233.94","*.ap-southeast-2.es.amazonaws.com","","","","","*.ap-southeast-2.es.amazonaws.com","","false"
"3.104.233.99","*.arria.com","","","","","*.arria.com","","false"
"3.104.233.101","iq.onepercent.com.au","","","","","iq.onepercent.com.au","","false"
"3.104.233.103","qa.tsagroup-tech.com","","","","","qa.tsagroup-tech.com|*.qa.tsagroup-tech.com","","false"
"3.104.233.104","test.cerestag.com","","","","","test.cerestag.com|*.test.cerestag.com","","false"
"3.104.233.107","chef.tools.vine.vic.gov.au","YouCorp","US","Seattle","WA","","","true"
"3.104.233.106","*.iot.ap-southeast-2.amazonaws.com","","","","","*.iot.ap-southeast-2.amazonaws.com|iot.ap-southeast-2.amazonaws.com","","false"
"3.104.233.109","*.cssnwebservices.com","","","","","*.cssnwebservices.com","","false"
"3.104.233.108","*.intelligencebank.com","IntelligenceBank PTY LTD","AU","Southbank","Victoria","*.intelligencebank.com|intelligencebank.com","","false"
"3.104.233.128","scotch-soda.co.nz","Magento Cloud","FR","","","","","true"
"3.104.233.133","kube-apiserver","","","","","c0e507938cf624409ca297767ef7d0c2.yl4.ap-southeast-2.eks.amazonaws.com|ip-10-0-48-95.ap-southeast-2.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","10.100.0.1|192.168.165.184|10.0.48.95","false"
"3.104.233.135","exchange.identity.digital.wa.gov.au","","","","","exchange.identity.digital.wa.gov.au","","false"
"3.104.233.136","*.softlinkhosting.com.au","","","","","*.softlinkhosting.com.au|softlinkhosting.com.au","","false"
"3.104.233.148","*.maxitv.com","","","","","*.maxitv.com|maxitv.com","","false"
"3.104.233.149","*.alpha.menuzen.app","","","","","*.alpha.menuzen.app","","false"
"3.104.233.154","syllow.com","","","","","syllow.com|www.syllow.com","","false"
"3.104.233.156","*.development.prometheusgroup.app","","","","","*.development.prometheusgroup.app","","false"
"3.104.233.157","global-shared1.apprentice.io","","","","","global-shared1.apprentice.io|*.global-shared1.apprentice.io","","false"
"3.104.233.158","*.ap-southeast-2.es.amazonaws.com","","","","","*.ap-southeast-2.es.amazonaws.com","","false"
"3.104.233.164","map.vodafone.co.nz","ONE NEW ZEALAND GROUP LIMITED","NZ","Takapuna","Auckland","map.vodafone.co.nz|www.map.vodafone.co.nz","","false"
"3.104.233.170","blackstone.nexthink.cloud","","","","","blackstone.nexthink.cloud","","false"
"3.104.233.177","*.vdp-stg.vmware.com","VMware, Inc.","US","Palo Alto","California","*.vdp-stg.vmware.com","","false"
"3.104.233.180","tsdvctg.com","","","","","tsdvctg.com|*.tsdvctg.com","","false"
"3.104.233.184","redshift-data.ap-southeast-2.amazonaws.com","","","","","redshift-data.ap-southeast-2.amazonaws.com|*.redshift-data.ap-southeast-2.api.aws|*.redshift-data.ap-southeast-2.vpce.amazonaws.com|redshift-data.ap-southeast-2.api.aws","","false"
"3.104.233.187","koalawatch.gaiaresources.com.au","","","","","koalawatch.gaiaresources.com.au|koalawatch-api.gaiaresources.com.au","","false"
"3.104.233.189","*.xtracta.com","","","","","*.xtracta.com|xtracta.com","","false"
"3.104.233.190","*.emg.illumina.com","","","","","*.emg.illumina.com|emg.illumina.com","","false"
"3.104.233.200","prod.realtycms.com.au","","","","","prod.realtycms.com.au","","false"
"3.104.233.198","uat.rshl-ncapp.msapp.co.nz","","","","","uat.rshl-ncapp.msapp.co.nz|auth.uat.rshl-ncapp.msapp.co.nz","","false"
"3.104.233.202","www.net-zero.com.au","","","","","www.net-zero.com.au","","false"
"3.104.233.204","api.lfh-dev.click","","","","","api.lfh-dev.click","","false"
"3.104.233.197","*.redisys.com.au","","","","","*.redisys.com.au","","false"
"3.104.233.209","tridentmaintenance.com.au","","","","","tridentmaintenance.com.au|www.tridentmaintenance.com.au","","false"
