IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"3.161.105.147","jdsukstaging.api.fluentretail.com","","","","","jdsukstaging.api.fluentretail.com|*.staging.connect.fluentretail.com|jdsuk.staging.console.fluentretail.com|jdsukstaging.servicepoint.fluentretail.com|*.jdsukstaging.connect.fluentretail.com|*.jdsukstaging.orchestration.fluentretail.com|jdsukstaging.connect.fluentretail.com|*.staging.api.fluentretail.com|*.staging.servicepoint.fluentretail.com|jdsuk.staging.orchestration.fluentretail.com|*.staging.console.fluentretail.com|*.jdsukstaging.api.fluentretail.com|jdsuk.staging.connect.fluentretail.com|*.staging.orchestration.fluentretail.com|*.jdsukstaging.console.fluentretail.com|*.jdsukstaging.servicepoint.fluentretail.com|jdsuk.staging.servicepoint.fluentretail.com|staging.api.fluentretail.com|jdsukstaging.orchestration.fluentretail.com|jdsukstaging.console.fluentretail.com","","false"
"3.161.103.75","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"3.161.103.146","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"3.161.106.61","*.srv.ygles.com","CANON INC.","JP","Ota-Ku","Tokyo","*.srv.ygles.com","","false"
"3.161.103.72","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"3.161.105.138","*.nakatany.work","","","","","*.nakatany.work","","false"
"3.161.105.139","jwpsrv.com","","","","","jwpsrv.com|*.jwpsrv.com","","false"
"3.161.105.144","*.test.iot.irobotapi.com","","","","","*.test.iot.irobotapi.com","","false"
"3.161.105.143","explore.skillbuilder.training.aws.dev","","","","","explore.skillbuilder.training.aws.dev|www.explore.skillbuilder.training.aws.dev|assets.skillbuilder.training.aws.dev|*.enterprise.skillbuilder.training.aws.dev","","false"
"3.161.104.158","pr.boatrace.jp","Boat Race Promotion Association","JP","Minato-ku","Tokyo","pr.boatrace.jp","","false"
"3.161.104.164","aax-us-east.amazon.com","","","","","aax-us-east.amazon.com|origin-aax-us-east.amazon.com|aax-us-east.amazon.ca|aax-us-east.amazon.com.mx|aax-us-east.amazon.com.br","","false"
"3.161.105.134","*.bcovlive.io","","","","","*.bcovlive.io","","false"
"3.161.105.136","*.tapad.com","Tapad, Inc.","US","New York","New York","*.tapad.com|tapad.com","","false"
"3.161.103.51","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"3.161.104.163","*.gamevil.com","COM2US HOLDINGS Corp.","KR","Geumcheon-gu","Seoul","*.gamevil.com|gamevil.com","","false"
"3.161.103.218","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"3.161.104.161","*.dtgamestatic.com","","","","","*.dtgamestatic.com|dtgamestatic.com","","false"
"3.161.105.245","ip-hoarder.cloudfront.aws.dev","","","","","ip-hoarder.cloudfront.aws.dev|*.ip-hoarder.cloudfront.aws.dev","","false"
"3.161.105.132","test.aeta.world","","","","","test.aeta.world","","false"
"3.161.103.221","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"3.161.104.152","*.koa.or.kr","","","","","*.koa.or.kr","","false"
"3.161.105.242","ip-hoarder.cloudfront.aws.dev","","","","","ip-hoarder.cloudfront.aws.dev|*.ip-hoarder.cloudfront.aws.dev","","false"
"3.161.105.149","*.pod-point.com","","","","","*.pod-point.com|pod-point.com","","false"
"3.161.106.62","eproc-beta.quantumlatency.com","","","","","eproc-beta.quantumlatency.com","","false"
"3.161.105.148","cloudfront.mediamatters.org","","","","","cloudfront.mediamatters.org","","false"
"3.161.99.244","ip-hoarder.cloudfront.aws.dev","","","","","ip-hoarder.cloudfront.aws.dev|*.ip-hoarder.cloudfront.aws.dev","","false"
"3.161.106.133","paradoxplaza.com","","","","","paradoxplaza.com|*.paradoxplaza.com","","false"
"3.161.105.146","legacy.api.preprod.iot.carrier.com","","","","","legacy.api.preprod.iot.carrier.com|stage2.api.ing.carrier.com|stage4.api.ing.carrier.com|stage.api.ioncomfort.com|stage.api.ing.carrier.com|stage.api.eng.bryant.com|stage3.api.ing.carrier.com|defrostbeta.api.ing.carrier.com|legacy.api.preprod.iot.ioncomfort.com|legacy.api.preprod.iot.bryant.com","","false"
"3.161.105.153","auspost.com.au","Australian Postal Corporation","AU","Melbourne","Victoria","auspost.com.au|www.auspost.com.au|digitalapi.auspost.com.au|solutions.auspost.com.au|m.auspost.com.au|stories.auspost.com.au|developers.auspost.com.au|id-static.auspost.com.au|id.auspost.com.au|api.auspost.com.au|static.auspost.com.au|solutions-static.auspost.com.au","","false"
"3.161.106.63","kindle-guru.amazon.com","","","","","kindle-guru.amazon.com|origin-kindle-guru.amazon.com|kindle-guru.amazon.in","","false"
"3.161.105.152","*.videopass.auone.jp","KDDI CORPORATION","JP","Chiyoda-ku","Tokyo-to","*.videopass.auone.jp|videopass.auone.jp","","false"
"3.161.106.134","smxuat-test.nikecloud.com","","","","","smxuat-test.nikecloud.com","","false"
"3.161.105.150","*.i-ready.com","","","","","*.i-ready.com","","false"
"3.161.105.32","*.myfonts.net","Monotype Imaging Inc.","US","Woburn","Massachusetts","*.myfonts.net|myfonts.net","","false"
"3.161.104.139","*.smt.docomo.ne.jp","NTT DOCOMO, INC.","JP","Chiyoda-ku","Tokyo","nidan.smt.docomo.ne.jp|*.smt.docomo.ne.jp|smt.docomo.ne.jp|sjs.ssdsp.smt.docomo.ne.jp|app.ssdsp.smt.docomo.ne.jp|que.ssdsp.smt.docomo.ne.jp|srvadw.addlv.smt.docomo.ne.jp|srvadw-s.addlv.smt.docomo.ne.jp|srvadw-t.addlv.smt.docomo.ne.jp|sync.addlv.smt.docomo.ne.jp|sync-s.addlv.smt.docomo.ne.jp|sync-t.addlv.smt.docomo.ne.jp|adg.addlv.smt.docomo.ne.jp|adg-s.addlv.smt.docomo.ne.jp|adg-t.addlv.smt.docomo.ne.jp|meas.addlv.smt.docomo.ne.jp|meas-s.addlv.smt.docomo.ne.jp|nidan.addlv.smt.docomo.ne.jp|nidan-t.addlv.smt.docomo.ne.jp|nidan-s.addlv.smt.docomo.ne.jp|nidan-d.addlv.smt.docomo.ne.jp|alxd.addlv.smt.docomo.ne.jp|alxd-s.addlv.smt.docomo.ne.jp|alxd-t.addlv.smt.docomo.ne.jp|alxm.addlv.smt.docomo.ne.jp|alxm-s.addlv.smt.docomo.ne.jp|alxm-t.addlv.smt.docomo.ne.jp|alxmng.addlv.smt.docomo.ne.jp|alxmng-s.addlv.smt.docomo.ne.jp|alxmng-t.addlv.smt.docomo.ne.jp|alxc.addlv.smt.docomo.ne.jp|alxc-s.addlv.smt.docomo.ne.jp|alxc-t.addlv.smt.docomo.ne.jp|prd-minerva.smt.docomo.ne.jp|stg-minerva.smt.docomo.ne.jp","","false"
"3.161.105.30","*.travelhook.com","","","","","*.travelhook.com","","false"
"3.161.105.154","*.streaming.cdn.delivery.amazonmusic.com","Amazon.com, Inc.","US","Seattle","Washington","*.streaming.cdn.delivery.amazonmusic.com","","false"
"3.161.104.136","ucanapply.com","","","","","ucanapply.com|*.ucanapply.com","","false"
"3.161.103.91","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"3.161.105.10","*.sodexomyway.com","","","","","*.sodexomyway.com","","false"
"3.161.100.248","ip-hoarder.cloudfront.aws.dev","","","","","ip-hoarder.cloudfront.aws.dev|*.ip-hoarder.cloudfront.aws.dev","","false"
"3.161.104.131","*.awsapps.com","","","","","*.awsapps.com|*.awsapps.net","","false"
"3.161.100.253","ip-hoarder.cloudfront.aws.dev","","","","","ip-hoarder.cloudfront.aws.dev|*.ip-hoarder.cloudfront.aws.dev","","false"
"3.161.105.142","edge.disstg.commercecloud.salesforce.com","salesforce.com, inc.","US","San Francisco","California","edge.disstg.commercecloud.salesforce.com","","false"
"3.161.103.150","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"3.161.103.64","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"3.161.105.200","*.mcoc-cdn.net","","","","","*.mcoc-cdn.net|mcoc-cdn.net","","false"
"3.161.104.144","*.test.tpicompcl.com","","","","","*.test.tpicompcl.com","","false"
"3.161.104.137","pocket.moz.works","","","","","pocket.moz.works","","false"
"3.161.105.39","*.crs-dev.aws.oath.cloud","","","","","*.crs-dev.aws.oath.cloud","","false"
"3.161.105.156","*.static.pub.247-inc.net","247 Customer Inc","US","Santa Clara","California","*.static.pub.247-inc.net|STAR.static.pub.247-inc.net|static.pub.247-inc.net","","false"
"3.161.105.34","*.secb2b.com","Samsung Electronics Co., Ltd.","KR","","Gyeonggi","*.secb2b.com|secb2b.com","","false"
"3.161.104.146","amuseplus.jp","","","","","amuseplus.jp|*.amuseplus.jp","","false"
"3.161.105.36","*.lucidhq.com","","","","","*.lucidhq.com|lucidhq.com","","false"
"3.161.103.62","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"3.161.105.47","*.binance.sg","","","","","*.binance.sg","","false"
"3.161.103.65","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"3.161.106.29","auth.nightowlx.com","","","","","auth.nightowlx.com|www.auth.nightowlx.com","","false"
"3.161.105.72","*.globalcitizen.org","","","","","*.globalcitizen.org|globalcitizen.org","","false"
"3.161.106.47","teespring.engineering","","","","","teespring.engineering|*.teespring.engineering","","false"
"3.161.105.61","*.sodexomyway.com","","","","","*.sodexomyway.com","","false"
"3.161.103.83","*.cloudfront.net","","","","","cloudfront.net|*.cloudfront.net","","false"
"3.161.105.135","*.mysound.jp","","","","","*.mysound.jp|mysound.jp","","false"
"3.161.106.119","toysrus.com.hk","","","","","toysrus.com.hk|*.babiesrus.co.jp|*.babiesrus.co.th|*.babiesrus.com.bn|*.babiesrus.com.cn|*.babiesrus.com.hk|*.babiesrus.com.my|*.babiesrus.com.sg|*.babiesrus.com.tw|*.toysrus.co.jp|*.toysrus.co.th|*.toysrus.com.bn|*.toysrus.com.cn|*.toysrus.com.hk|*.toysrus.com.my|*.toysrus.com.sg|*.toysrus.com.tw|babiesrus.co.jp|babiesrus.co.th|babiesrus.com.bn|babiesrus.com.cn|babiesrus.com.hk|babiesrus.com.my|babiesrus.com.sg|babiesrus.com.tw|toysrus.co.jp|toysrus.co.th|toysrus.com.bn|toysrus.com.cn|toysrus.com.my|toysrus.com.sg|toysrus.com.tw","","false"
"3.161.106.109","storeanalytics.amazon.com","","","","","storeanalytics.amazon.com","","false"
"3.161.104.157","*.file.samsungcloud.com","Samsung Electronics Co., Ltd.","KR","","Gyeonggi","*.file.samsungcloud.com|file.samsungcloud.com","","false"
"3.161.106.111","stage.amob.jp","","","","","stage.amob.jp|*.stage.amob.jp","","false"
"3.161.104.155","*.coupang.net","","","","","*.coupang.net|coupang.net","","false"
"3.161.106.110","*.rosettastone.com","","","","","*.rosettastone.com|rosettastone.com","","false"
"3.161.105.253","ip-hoarder.cloudfront.aws.dev","","","","","ip-hoarder.cloudfront.aws.dev|*.ip-hoarder.cloudfront.aws.dev","","false"
"3.161.106.107","*.offerup-stg.com","","","","","*.offerup-stg.com","","false"
"3.161.106.44","*.images-amazon.com","","","","","*.images-amazon.com","","false"
"3.161.104.149","*.segment.com","","","","","*.segment.com|segment.com|segment.io|*.segment.io","","false"
"3.161.106.150","*.dwell.com","Dwell Life, Inc.","US","San Francisco","California","*.dwell.com|dwell.com|www.dwell.com|hello.dwell.com","","false"
"3.161.106.122","*.culqi.com","","","","","*.culqi.com","","false"
"3.161.105.66","ybweb01.com","","","","","ybweb01.com|www.ybapp02.com|www.ybapp03.com|www.ybapp04.com|www.ybapp05.com|www.ybapp06.com|www.ybapp07.com|www.ybapp08.com|www.ybapp09.com|www.ybapp10.com|www.ybh5001.com|www.ybh5002.com|www.ybh5003.com|www.ybh5004.com|www.ybh5005.com|www.ybh5006.com|www.ybh5007.com|www.ybh5008.com|www.ybh5009.com|www.ybh5100.com|www.ybweb01.com|www.ybweb02.com|www.ybweb03.com|www.ybweb04.com|www.ybweb05.com|www.ybweb06.com|www.ybweb07.com|www.ybweb08.com|www.ybweb09.com|www.ybweb10.com|ybapp02.com|ybapp03.com|ybapp04.com|ybapp05.com|ybapp06.com|ybapp07.com|ybapp08.com|ybapp09.com|ybapp10.com|ybh5001.com|ybh5002.com|ybh5003.com|ybh5004.com|ybh5005.com|ybh5006.com|ybh5007.com|ybh5008.com|ybh5009.com|ybh5100.com|ybweb02.com|ybweb03.com|ybweb04.com|ybweb05.com|ybweb06.com|ybweb07.com|ybweb08.com|ybweb09.com|ybweb10.com","","false"
"3.161.105.59","*.interpolls.com","","","","","*.interpolls.com|interpolls.com","","false"
"3.161.105.43","*.adbephotos.com","Adobe Inc.","US","San Jose","California","*.adbephotos.com","","false"
"3.161.105.54","boleto.pagseguro.com.br","","","","","boleto.pagseguro.com.br|www.boleto.pagseguro.com.br","","false"
"3.161.105.51","cdn.ably.com","","","","","cdn.ably.com|cdn.ably.io","","false"
