IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"34.142.1.32","34.142.1.32","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.142.1.32|10.133.0.1|35.246.65.195|34.142.4.120|34.105.211.129|10.154.15.205","false"
"34.142.2.4","*.gcp.gvt2.com","","","","","*.gcp.gvt2.com|*.gcp.gvt6.com","","false"
"34.142.3.81","34.142.111.210","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.142.111.210|10.112.168.1|34.142.3.81|10.154.0.9","false"
"34.142.2.83","35.189.126.14","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.189.126.14|10.52.0.1|34.105.210.35|35.189.75.30|34.142.2.83|10.127.255.2","false"
"34.142.2.77","jotform.com","","","","","jotform.com|*.jform.co.kr|*.jotfor.ms|*.jotform.biz|*.jotform.ca|*.jotform.co|*.jotform.com|*.jotform.com.tr|*.jotform.dev|*.jotform.io|*.jotform.me|*.jotform.net|*.jotform.ooo|*.jotform.org|*.jotform.pro|*.jotform.us|*.jotformers.com|*.jotformeu.com|*.jotformpro.com|*.jotformz.com|*.jotpoll.com|*.jotservers.com|*.myjotform.com|jform.co.kr|jotfor.ms|jotform.biz|jotform.ca|jotform.co|jotform.com.tr|jotform.dev|jotform.io|jotform.me|jotform.net|jotform.ooo|jotform.org|jotform.pro|jotform.us|jotformers.com|jotformeu.com|jotformpro.com|jotformz.com|jotpoll.com|jotservers.com|myjotform.com","","false"
"34.142.1.147","34.89.98.144","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.89.98.144|10.121.128.1|35.246.57.247|34.142.1.147|35.246.23.168|10.154.0.14","false"
"34.142.4.20","34.142.4.20","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.142.4.20|10.85.128.1|35.234.133.3|35.246.89.100|34.105.202.86|10.154.0.46","false"
"34.142.4.24","34.142.116.208","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.142.116.208|10.4.128.1|34.142.4.24|34.142.74.97|35.197.203.242|10.21.0.51","false"
"34.142.4.30","34.142.4.30","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.142.4.30|10.11.0.1|35.246.42.30|10.154.0.2","false"
"34.142.1.30","www.thelondoneconomic.com","","","","","thelondoneconomic.com|www.thelondoneconomic.com","","false"
"34.142.4.53","34.142.4.53","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.142.4.53|10.152.128.1|34.89.49.121|34.105.146.71|34.105.165.160|172.16.0.242","false"
"34.142.4.67","34.39.9.211","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.39.9.211|10.1.0.1|34.142.4.67|35.197.218.99|34.89.79.50|10.0.16.2","false"
"34.142.4.79","35.246.81.255","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.246.81.255|10.200.8.1|34.142.4.79|34.142.101.248|34.142.21.148|10.200.0.130","false"
"34.142.4.110","35.246.102.219","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.246.102.219|10.51.0.1|34.147.187.96|34.142.4.110|34.142.65.167|10.154.0.2","false"
"34.142.4.106","35.242.165.52","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.242.165.52|10.14.0.1|34.142.4.106|34.147.188.55|35.246.18.42|10.154.0.2","false"
"34.142.3.93","intranet.taisacco.coop","","","","","intranet.taisacco.coop|www.intranet.taisacco.coop","","false"
"34.142.4.104","*.horsemonkey.com","","","","","*.horsemonkey.com|horsemonkey.com","","false"
