IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"35.232.39.27","35.232.39.27","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.232.39.27|10.3.240.1|35.184.207.235|10.128.0.16","false"
"35.232.39.16","35.232.39.16","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.232.39.16|10.44.128.1|35.193.114.201|35.226.160.117|34.122.252.112|10.128.0.14","false"
"35.232.39.10","35.232.39.10","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.232.39.10|10.44.0.1|35.193.123.150|34.71.15.58|35.202.237.139","false"
"35.232.39.24","35.192.197.183","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.192.197.183|34.118.224.1|34.171.181.234|34.31.30.108|35.232.39.24|10.0.112.11","false"
"35.232.39.41","34.173.223.100","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.173.223.100|34.118.224.1|34.173.21.91|34.71.59.45|35.232.39.41|10.128.0.4","false"
"35.232.39.6","*.quantummetric.com","","","","","*.quantummetric.com|quantummetric.com","","false"
"35.232.39.36","oculus774-us1.dropcam.com","Dropcam","US","","","oculus774-us1.dropcam.com|nexus-us1.dropcam.com|nexus.dropcam.com","","false"
"35.232.39.47","34.42.145.195","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.42.145.195|10.88.0.1|34.136.50.55|35.232.39.47|35.184.6.43|10.128.0.7","false"
"35.232.39.61","35.226.173.138","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.226.173.138|34.118.224.1|34.68.168.222|35.232.39.61|34.132.241.151|10.128.0.3","false"
"35.232.39.83","bluebee.mx","","","","","bluebee.mx","","false"
"35.232.39.86","34.133.21.93","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.133.21.93|10.88.0.1|104.197.36.219|35.232.3.90|35.232.39.86|10.128.0.21","false"
"35.232.39.101","34.66.254.195","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.66.254.195|10.150.64.1|35.224.155.201|35.232.39.101|104.197.24.230","false"
"35.232.39.98","34.67.225.194","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.67.225.194|10.48.0.1|35.232.39.98|10.128.0.16","false"
"35.232.39.95","34.70.73.79","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.70.73.79|10.52.0.1|35.232.39.95|35.192.63.172|34.172.185.155|10.128.0.28","false"
