IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"13.58.169.41","*.9p3seshhsaj4c.us-east-2.cs.amazonlightsail.com","","","","","*.9p3seshhsaj4c.us-east-2.cs.amazonlightsail.com","","false"
"13.58.169.55","my24care.com","","","","","my24care.com|www.my24care.com|myalftraining.com","","false"
"13.58.169.59","*.hostedrmm.com","Connectwise, LLC","US","Tampa","Florida","*.hostedrmm.com","","false"
"13.58.169.64","*.beyondtrustcloud.com","BeyondTrust Corporation","US","Johns Creek","Georgia","*.beyondtrustcloud.com|beyondtrustcloud.com","","false"
"13.58.169.69","www.perfin.com.br","","","","","www.perfin.com.br|perfin.com.br","","false"
"13.58.169.80","msp.trafficstopreporting.com","","","","","msp.trafficstopreporting.com","","false"
"13.58.169.79","kube-apiserver","","","","","3c3b4f644ddaf654155a8647627bbb6f.gr7.us-east-2.eks.amazonaws.com|ip-172-16-117-91.us-east-2.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.126.42.23|172.16.117.91","false"
"13.58.169.85","kube-apiserver","","","","","3cd2175bffb0f0fd8a2b4959c38d9782.gr7.us-east-2.eks.amazonaws.com|ip-172-16-108-137.us-east-2.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.155.19.204|172.16.108.137","false"
"13.58.169.86","*.responsumhealth.com","","","","","*.responsumhealth.com|www.responsumhealth.com|responsumhealth.com|wp.ckd.responsumhealth.com","","false"
"13.58.169.89","ps.ringcentral.com","","","","","ps.ringcentral.com|*.ps.ringcentral.com","","false"
"13.58.169.90","pbx.wildix.com","WILDIX SRL","IT","","","","","true"
"13.58.169.92","cloud-feature-manager.dev.cloud.datastax.com","","","","","cloud-feature-manager.dev.cloud.datastax.com|cloud-feature-manager.ingress.us-east-2.dev.apps.paas.datastax.com","","false"
"13.58.169.93","receptive.ca","","","","","receptive.ca|www.receptive.ca","","false"
"13.58.169.95","*.slideteam.net","","","","","*.slideteam.net","","false"
"13.58.169.103","hmheatingandcooling.com","","","","","hmheatingandcooling.com|www.hmheatingandcooling.com","","false"
"13.58.169.99","bwks-simulator.webex.com","Cisco Systems Inc.","US","San Jose","California","bwks-simulator.webex.com|idp-auto-test.bwks-simulator.webex.com|bta-http-taptest-sim.bwks-simulator.webex.com|uap-http-taptest-sim.bwks-simulator.webex.com|glas-http-inttest-sim.bwks-simulator.webex.com|glas-http-taptest-sim.bwks-simulator.webex.com|bta-http-loadtest-sim1.bwks-simulator.webex.com|bta-http-testdebug-sim.bwks-simulator.webex.com|bridge-http-inttest-sim.bwks-simulator.webex.com|bridge-http-taptest-sim.bwks-simulator.webex.com","","false"
"13.58.169.107","*.transact.com","","","","","*.transact.com","","false"
"13.58.169.112","*.stretto.com","Stretto, Inc","US","Irvine","California","*.stretto.com|stretto.com","","false"
"13.58.169.116","*.dev.wellaged.health","","","","","*.dev.wellaged.health|dev.wellaged.health","","false"
"13.58.169.140","*.flosum.app","","","","","*.flosum.app|flosum.app","","false"
"13.58.169.149","applied.com","Magento Cloud","FR","","","","","true"
"13.58.169.151","*.intrc.net","","","","","*.intrc.net","","false"
"13.58.169.153","app.gestaoecommerce.com.br","","","","","app.gestaoecommerce.com.br|gestao.app.gestaoecommerce.com.br|gestor.app.gestaoecommerce.com.br|admin.app.gestaoecommerce.com.br","","false"
"13.58.169.160","*.loggeroo.com","","","","","*.loggeroo.com","","false"
"13.58.169.180","protegidosapp.com","","","","","protegidosapp.com|www.protegidosapp.com","","false"
"13.58.169.183","www.example.com","Bitnami","","","","","","true"
"13.58.169.184","*.sciencelogic.net","","","","","*.sciencelogic.net|sciencelogic.net","","false"
"13.58.169.200","kube-apiserver","","","","","7ad411331c538b9f5c34fa8aeece1684.gr7.us-east-2.eks.amazonaws.com|ip-172-16-122-209.us-east-2.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.106.69.78|172.16.122.209","false"
"13.58.169.214","*.unqork.io","","","","","*.unqork.io","","false"
"13.58.169.212","example.com","","","","","example.com|www.example.com","127.0.0.1","true"
"13.58.169.225","atostalep.com","","","","","atostalep.com|www.atostalep.com","","false"
"13.58.169.230","quinnjr.tech","","","","","quinnjr.tech|*.quinnjr.tech","","false"
"13.58.169.231","*.sekura.mx","Sekura Operadora S.A. de C.V.","MX","Ciudad de Mexico","","*.sekura.mx|sekura.mx","","false"
"13.58.169.237","tajaplus.online","","","","","tajaplus.online|www.tajaplus.online","","false"
"13.58.169.246","*.cloud.wazuh.com","","","","","*.cloud.wazuh.com","","false"
"13.58.170.0","nudge.larky.com","","","","","nudge.larky.com","","false"
"13.58.170.38","stage-api.gojji.com","","","","","stage-api.gojji.com","","false"
"13.58.170.47","www.example.com","Bitnami","","","","","","true"
"13.58.170.54","*.fundview360.com","","","","","*.fundview360.com|fundview360.com","","false"
"13.58.170.56","*.e2f.io","","","","","*.e2f.io","","false"
"13.58.170.55","lumen.momentumsolar.app","","","","","lumen.momentumsolar.app","","false"
"13.58.170.57","*.us-east-2.es.amazonaws.com","","","","","*.us-east-2.es.amazonaws.com","","false"
"13.58.170.59","kube-apiserver","","","","","4a9e0fdf1cc2204a66dd5932d08faf56.gr7.us-east-2.eks.amazonaws.com|ip-10-0-99-75.us-east-2.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","10.100.0.1|11.0.245.197|10.0.99.75","false"
"13.58.170.78","kube-apiserver","","","","","01aaef5cc3b2e572c83e26bbcc0a5e31.gr7.us-east-2.eks.amazonaws.com|ip-10-0-125-209.us-east-2.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","10.100.0.1|172.31.26.249|10.0.125.209","false"
"13.58.170.91","addsource.com","","","","","app.addsource.com|addsource.com|www.addsource.com","","false"
"13.58.170.92","test-api.chasescroll.com","","","","","test-api.chasescroll.com","","false"
"13.58.170.99","my.momason.org","","","","","my.momason.org","","false"
"13.58.170.124","travel.state.gov","United States Department of State","US","Washington","District of Columbia","travel.state.gov|adoptions.state.gov|adoption.state.gov|childabduction.state.gov|dvselectee.state.gov|nvc.state.gov|studentsabroad.state.gov|usvisas.state.gov|www.travel.state.gov|tsg.phototool.state.gov","","false"
"13.58.170.131","acervo.florestaprod.com.br","","","","","acervo.florestaprod.com.br|*.florestaprod.com.br","","false"
"13.58.170.150","www.example.com","Bitnami","","","","","","true"
"13.58.170.148","*.flagtech.net","","","","","*.flagtech.net","","false"
"13.58.170.155","kube-apiserver","","","","","5ab68ee4ddc2bb972e490e2adf5b6098.gr7.us-east-2.eks.amazonaws.com|ip-10-0-40-169.us-east-2.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","10.100.0.1|172.27.209.217|10.0.40.169","false"
"13.58.170.169","*.us-east-2.es.amazonaws.com","","","","","*.us-east-2.es.amazonaws.com","","false"
"13.58.170.172","kube-apiserver","","","","","a8b6ca45c15d7ff8eb1dc9fe5b295a95.yl4.us-east-2.eks.amazonaws.com|ip-172-16-97-187.us-east-2.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.154.170.230|172.16.97.187","false"
"13.58.170.192","*.gingrapp.com","","","","","*.gingrapp.com","","false"
"13.58.170.195","ip-172-31-12-8.us-east-2.compute.internal","Unspecified","US","","","ip-172-31-12-8.us-east-2.compute.internal","","false"
"13.58.170.206","prod.communitygaming.io","","","","","prod.communitygaming.io|*.prod.communitygaming.io","","false"
"13.58.170.207","gitvote.dev","","","","","gitvote.dev|*.gitvote.dev","","false"
"13.58.170.210","*.carbyneapi-dev.com","","","","","*.carbyneapi-dev.com","","false"
"13.58.170.213","*.bcmhunt.com","","","","","*.bcmhunt.com|bcmhunt.com","","false"
"13.58.170.219","*.globalatlantic.com","Global Atlantic Financial Company","US","New York","New York","*.globalatlantic.com|globalatlantic.com","","false"
"13.58.170.222","dynamics1.essentialcard.com","","","","","dynamics1.essentialcard.com|www.dynamics1.essentialcard.com","","false"
"13.58.170.231","c1.milkomeda.com","","","","","c1.milkomeda.com|*.devnet.cardano-evm.c1.milkomeda.com|*.mainnet.cardano-evm.c1.milkomeda.com|*.milkomeda.com|*.cardano-evm.c1.milkomeda.com|*.c1.milkomeda.com","","false"
"13.58.170.233","*.starpeer.com","","","","","*.starpeer.com|starpeer.com","","false"
"13.58.170.240","*.prod.slicelife.com","","","","","*.prod.slicelife.com|*.private.prod.slicelife.com","","false"
"13.58.170.247","cmbeb5visa.com","","","","","cmbeb5visa.com|cmbswissco.ch|nhkcapitalpartners.com|www.cmbeb5visa.com|www.cmbswissco.ch|www.nhkcapitalpartners.com","","false"
"13.58.171.2","pro.blissyhire.com","","","","","pro.blissyhire.com|www.pro.blissyhire.com","","false"
"13.58.171.4","calabara.com","","","","","calabara.com|*.calabara.com","","false"
"13.58.171.27","*.1b48vgveuisgs.us-east-2.cs.amazonlightsail.com","","","","","*.1b48vgveuisgs.us-east-2.cs.amazonlightsail.com","","false"
"13.58.171.37","*.baddei6nbegiq.us-east-2.cs.amazonlightsail.com","","","","","*.baddei6nbegiq.us-east-2.cs.amazonlightsail.com","","false"
"13.58.171.39","kube-apiserver","","","","","c12d2972ebeadf23d2322f9cba2b1b75.gr7.us-east-2.eks.amazonaws.com|ip-10-0-40-12.us-east-2.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","10.100.0.1|192.168.135.144|10.0.40.12","false"
"13.58.171.42","riceapp.net","","","","","riceapp.net|www.riceapp.net","","false"
"13.58.171.46","*.gmill.dev.br","","","","","*.gmill.dev.br|gmill.dev.br","","false"
"13.58.171.51","api.otanextdev.visteoncloud.com","","","","","api.otanextdev.visteoncloud.com","","false"
"13.58.171.53","repuestos.motordoo.cl","","","","","repuestos.motordoo.cl","","false"
"13.58.171.57","filemonger.com","","","","","filemonger.com|www.filemonger.com","","false"
"13.58.171.58","safeconsolecloud.com","","","","","*.safeconsolecloud.com|*.safeconsolecloud.io|safeconsolecloud.com|safeconsolecloud.io","","false"
"13.58.171.59","plmext.robotics.a2z.com","","","","","plmext.robotics.a2z.com","","false"
"13.58.171.62","example.com","","","","","example.com|www.example.com","127.0.0.1","true"
"13.58.171.67","turbocel.mx","","","","","turbocel.mx|*.turbocel.mx","","false"
"13.58.171.66","astra.datastax.com","","","","","*.apps.astra.datastax.com|*.astra.datastax.com|*.dashboard.astra.datastax.com|*.db.astra.datastax.com|*.studio.astra.datastax.com|*.sysdash.astra.datastax.com|astra.datastax.com","","false"
"13.58.171.71","bestseek.com","","","","","*.bestseek.com|bestseek.com","","false"
