IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"54.144.132.90","deployment-chef-server-ready-api-yp0jlttfccs589mu","","","","","deployment-chef-server-ready-api-yp0jlttfccs589mu.us-east-1.opsworks-cm.io","","false"
"54.144.132.93","*.unhsystem.splunkcloud.com","Splunk Inc.","US","San Francisco","California","*.unhsystem.splunkcloud.com|unhsystem.splunkcloud.com|http-inputs-unhsystem.splunkcloud.com|*.http-inputs-unhsystem.splunkcloud.com|akamai-inputs-unhsystem.splunkcloud.com|*.akamai-inputs-unhsystem.splunkcloud.com|http-inputs-ack-unhsystem.splunkcloud.com|*.http-inputs-ack-unhsystem.splunkcloud.com|http-inputs-firehose-unhsystem.splunkcloud.com|*.http-inputs-firehose-unhsystem.splunkcloud.com|*.pvt.unhsystem.splunkcloud.com|pvt.unhsystem.splunkcloud.com","","false"
"54.144.132.132","*.researchspace.com","","","","","*.researchspace.com|researchspace.com","","false"
"54.144.132.150","*.execute-api.us-east-1.amazonaws.com","","","","","*.execute-api.us-east-1.amazonaws.com","","false"
"54.144.132.110","*.ib-services.net","","","","","*.ib-services.net|ib-services.net","","false"
"54.144.132.149","*.tls1.yospace.com","","","","","*.tls1.yospace.com|tls1.yospace.com","","false"
"54.144.132.160","*.mckinseywave.com","","","","","*.mckinseywave.com","","false"
"54.144.132.172","kube-apiserver","","","","","794094045898fbed4e6a1dd6b1775555.gr7.us-east-1.eks.amazonaws.com|ip-10-0-54-101.ec2.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","10.100.0.1|192.168.116.211|10.0.54.101","false"
"54.144.132.171","*.us-east-1.cloudsearch.amazonaws.com","","","","","*.us-east-1.cloudsearch.amazonaws.com","","false"
"54.144.132.176","*.allego.com","","","","","*.allego.com","","false"
"54.144.132.183","*.us-east-1.cloudsearch.amazonaws.com","","","","","*.us-east-1.cloudsearch.amazonaws.com","","false"
"54.144.132.187","woo.customily.com","","","","","woo.customily.com","","false"
"54.144.132.190","commscope.glassboxdigital.io","","","","","commscope.glassboxdigital.io|*.commscope.glassboxdigital.io","","false"
"54.144.132.191","academia.qa.xn--am-yja.org","","","","","academia.qa.xn--am-yja.org","","false"
"54.144.132.201","*.nettracer.aero","","","","","*.nettracer.aero|nettracer.aero","","false"
"54.144.132.218","device-management.cox-stg.erdkcloud.com","","","","","device-management.cox-stg.erdkcloud.com","","false"
"54.144.132.225","*.transport4.com","Transport 4, LLC","US","Alpharetta","Georgia","*.transport4.com","","false"
"54.144.132.231","payments.aws.services-dev.gdpr","Oath Inc.","US","","","gdpr.payments-aws-services-dev.aws.oath.cloud|5d9634f46f6747789391453efca84602.instanceid.athenz.aws.oath.cloud","","false"
