IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"54.146.195.219","*.ec.suny.edu","Ellucian Company L.P.","US","Reston","Virginia","*.ec.suny.edu|ec.suny.edu","","false"
"54.146.195.220","*.credentials.iot.us-east-1.amazonaws.com","","","","","*.credentials.iot.us-east-1.amazonaws.com","","false"
"54.146.195.214","*.thedali.org","","","","","*.thedali.org|thedali.org","","false"
"54.146.195.241","otaservice.astrogate.com","Astrogate Inc.","TW","Taipei","Taiwan","otaservice.astrogate.com|*.astrogate.com","","true"
"54.146.196.4","*.nexxus.cloud","","","","","*.nexxus.cloud|*.sonatafynexxus.mx","","false"
"54.146.196.24","abundant.co","","","","","abundant.co|*.abundant.co","","false"
"54.146.196.36","*.directvgo.com","","","","","*.directvgo.com|directvgo.com","","false"
"54.146.196.40","localhost","","","","","","","true"
"54.146.196.49","*.trimblemaps.com","","","","","*.trimblemaps.com","","false"
"54.146.196.60","*.supabase.co","","","","","*.supabase.co|*.supabase.in","","false"
"54.146.196.67","*.blackboard.com","","","","","*.blackboard.com","","false"
"54.146.196.72","*.sentinelone.net","Sentinelone, Inc.","US","Mountain View","California","*.sentinelone.net|sentinelone.net","","false"
"54.146.196.76","*.u3635ohq49v7i.us-east-1.cs.amazonlightsail.com","","","","","*.u3635ohq49v7i.us-east-1.cs.amazonlightsail.com","","false"
"54.146.196.87","prod.amcs-tachyon.com","","","","","prod.amcs-tachyon.com","","false"
"54.146.196.93","Kubernetes Ingress Controller Fake Certificate","Acme Co","","","","ingress.local","","true"
"54.146.196.102","sandfly.ecogy.io","","","","","sandfly.ecogy.io","","false"
"54.146.196.103","*.ad-col-tan.us-east-1.plutopreprod.tv","","","","","*.ad-col-tan.us-east-1.plutopreprod.tv|*.us-east-1.plutopreprod.tv|*.ad-col-tan.plutopreprod.tv|*.plutopreprod.tv","","false"
"54.146.196.109","*.thunderturtle.io","","","","","*.thunderturtle.io|thunderturtle.io","","false"
"54.146.196.133","*.sbx-byo-primary.in","","","","","*.sbx-byo-primary.in","","false"
"54.146.196.188","*.laerdalblr.in","Laerdal Bangalore LLP","IN","Bengaluru","Karnataka","*.laerdalblr.in|laerdalblr.in","","false"
"54.146.196.189","st.gw.hatica.io","","","","","st.gw.hatica.io","","false"
"54.146.196.195","www.consumertrack.com","","","","","www.consumertrack.com|*.yourscoreonline.com|*.consumertrack.com|*.gobankingrates.com|*.gofinancialadvice.com|*.gofreecredit.com|*.goidentityprotect.com|*.creditcheckingtoday.com|*.importantscore.com","","false"
"54.146.196.203","*.scalacomputing.com","","","","","*.scalacomputing.com","","false"
