IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"3.143.124.116","rodinmuseum.org","","","","","rodinmuseum.org|*.rodinmuseum.org","","false"
"3.143.124.114","*.ops.gohealth.net","","","","","*.ops.gohealth.net|ops.gohealth.net","","false"
"3.143.124.126","*.execute-api.us-east-2.amazonaws.com","","","","","*.execute-api.us-east-2.amazonaws.com","","false"
"3.143.124.128","mymedicallocker.com","","","","","beta.mymedicallocker.com|mymedicallocker.com|neurocore.mymedicallocker.com|www.mymedicallocker.com","","false"
"3.143.124.130","kube-apiserver","","","","","04e211778ee763f8e232fd456ef50fa9.gr7.us-east-2.eks.amazonaws.com|ip-172-16-184-92.us-east-2.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.0.3.106|172.16.184.92","false"
"3.143.124.132","*.us-east-2.es.amazonaws.com","","","","","*.us-east-2.es.amazonaws.com","","false"
"3.143.124.142","kube-apiserver","","","","","5600c2cea8f2fd4a0da253737226ef73.gr7.us-east-2.eks.amazonaws.com|ip-10-0-58-91.us-east-2.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","10.100.0.1|172.31.8.75|10.0.58.91","false"
"3.143.124.143","ergo-plusdev.com","","","","","ergo-plusdev.com|*.ergo-plusdev.com","","false"
"3.143.124.149","nonprod.nebula.warnermedia.com","","","","","nonprod.nebula.warnermedia.com|*.dev.nonprod.nebula.warnermedia.com|*.nonprod.nebula.warnermedia.com|*.int.nonprod.nebula.warnermedia.com|*.stage.nonprod.nebula.warnermedia.com","","false"
"3.143.124.150","milenio.com","","","","","milenio.com|*.milenio.com","","false"
"3.143.124.154","*.wingogogame.com","","","","","*.wingogogame.com","","false"
"3.143.124.183","*.us-funny-plant.cell.us.nr-ops.net","","","","","*.us-funny-plant.cell.us.nr-ops.net|*.us-funny-plant.cell.us.nr-data.net","","false"
"3.143.124.185","*.credentials.iot.us-east-2.amazonaws.com","","","","","*.credentials.iot.us-east-2.amazonaws.com","","false"
"3.143.124.192","int2.us.kennasecurity.com","","","","","int2.us.kennasecurity.com|*.int2.us.kennasecurity.com","","false"
"3.143.124.203","*.housebuyersofamerica.com","","","","","*.housebuyersofamerica.com|housebuyersofamerica.com","","false"
"3.143.124.215","kube-apiserver","","","","","7a71b8591dff755d9e9ad7f801685f83.gr7.us-east-2.eks.amazonaws.com|ip-172-16-107-111.us-east-2.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.180.7.23|172.16.107.111","false"
