IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"34.91.51.107","34.91.51.107","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.91.51.107|10.33.80.1|35.204.254.150|10.164.0.23","false"
"34.91.51.109","34.91.15.246","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.91.15.246|10.100.0.1|35.234.171.115|34.90.81.37|34.91.51.109|10.164.0.15","false"
"34.91.51.111","db.corite.com","","","","","db.corite.com","","false"
"34.91.51.131","34.91.145.143","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.91.145.143|192.171.64.1|34.90.57.155|34.91.51.131|35.204.19.232|35.204.19.49|172.16.1.2","false"
"34.91.51.133","34.32.243.66","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.32.243.66|10.238.64.193|34.91.51.133|34.90.145.216|34.90.19.97|10.238.255.114","false"
"34.91.51.136","mowb.muiswerken.nl","","","","","mowb.muiswerken.nl|server31a.muiswerken.nl","","false"
"34.91.51.135","34.91.93.190","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.91.93.190|10.48.0.1|34.147.105.190|34.91.51.135|34.90.249.127|10.164.0.3","false"
"34.91.51.140","34.91.51.140","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.91.51.140|10.47.240.1","false"
"34.91.51.148","*.unops.org","Unops United Nations Office For Project Services","DK","Copenhagen","Copenhagen","*.unops.org|unops.org","","false"
"34.91.51.152","34.91.119.128","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.91.119.128|10.40.0.1|34.90.70.231|34.32.144.239|34.91.51.152|10.40.20.2","false"
"34.91.51.160","34.91.51.160","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.91.51.160|10.201.0.1|34.91.14.138|34.141.200.83|34.141.240.37|10.120.68.242","false"
"34.91.51.156","34.91.51.156","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.91.51.156|10.52.144.1|34.147.41.175|34.147.40.116|35.204.239.119|192.168.229.66","false"
"34.91.51.163","34.91.51.163","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local|eab5a717515748dfb4d5.europe-west4-a.cloud-gke.goog","34.91.51.163|10.63.240.1|34.91.71.194|10.164.0.4","false"
"34.91.51.162","35.204.99.241","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.204.99.241|10.64.0.1|34.91.168.25|34.91.51.162|34.141.159.23|10.164.0.14","false"
"34.91.51.171","*.samsungmax.com","Samsung","PL","","","","","true"
"34.91.51.176","35.204.216.208","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.204.216.208|10.80.0.1|34.91.51.176|35.204.128.132|35.204.106.175|10.164.0.42","false"
"34.91.51.205","34.34.3.206","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.34.3.206|34.118.224.1|34.91.51.205|34.91.104.108|34.32.229.137|172.16.248.130","false"
"34.91.51.207","34.91.51.207","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.91.51.207|10.104.0.1|34.147.32.88|10.164.0.18","false"
"34.91.51.216","35.204.156.225","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.204.156.225|10.17.0.1|34.91.51.216|10.128.0.41","false"
"34.91.51.231","34.91.51.231","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.91.51.231|10.120.0.1|34.91.241.146|10.164.0.3","false"
"34.91.51.236","35.234.171.20","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.234.171.20|10.0.0.1|35.234.168.220|35.204.37.86|34.91.51.236|10.164.0.2","false"
"34.91.51.245","34.147.44.125","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.147.44.125|10.22.128.1|34.90.88.218|34.91.51.245|35.204.143.229|10.164.0.2","false"
"34.91.51.251","34.91.51.251","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.91.51.251|10.127.240.1|34.91.166.137|34.90.147.160|35.204.216.153","false"
"34.91.52.13","*.build.ingka.ikea.com","IKEA IT AB","SE","","Kronobergs län","*.build.ingka.ikea.com|*.git-dev.build.ingka.ikea.com|*.git-test.build.ingka.ikea.com|*.git.build.ingka.ikea.com","","false"
"34.91.52.15","on-backend.advanz.no","","","","","on-backend.advanz.no","","false"
"34.91.52.24","34.90.177.204","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.90.177.204|10.127.240.1|34.141.132.57|34.91.223.8|34.91.52.24","false"
"34.91.52.25","34.91.158.104","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.91.158.104|10.0.0.1|34.91.52.25|35.204.178.211|34.91.53.222|10.164.0.3","false"
"34.91.52.37","34.91.52.37","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.91.52.37|10.143.0.1|34.91.224.225|35.204.179.98|34.32.174.245|10.142.0.2","false"
"34.91.52.43","*.intergiro.com","","","","","*.intergiro.com","","false"
"34.91.52.65","35.204.85.51","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.204.85.51|10.64.0.1|34.91.52.65|34.90.144.111|34.90.54.248|10.164.0.3","false"
"34.91.52.91","35.204.107.141","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","35.204.107.141|10.3.240.1|34.91.52.91|10.164.15.224","false"
"34.91.52.107","34.90.2.45","","","","","kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","34.90.2.45|10.16.0.1|35.204.139.201|34.91.52.107|34.34.71.109|10.164.0.45","false"
"34.91.52.117","Kubernetes Ingress Controller Fake Certificate","Acme Co","","","","ingress.local","","true"
"34.91.52.114","*.fortidemo.fortinet.com","Fortinet, Inc.","US","Sunnyvale","California","*.fortidemo.fortinet.com","","false"
