IP Address,Common Name,Organization,Country,Locality,Province,Subject Alternative DNS Name,Subject Alternative IP address,Self-signed
"54.72.242.211","*.eu-west-1.es.amazonaws.com","","","","","*.eu-west-1.es.amazonaws.com","","false"
"54.72.242.226","t1d-publishing-b2b.aws.route71.net","","","","","t1d-publishing-b2b.aws.route71.net|*.t1d-publishing-b2b.aws.route71.net|*.p7s1.io|p7s1.io","","false"
"54.72.242.218","*.bioimis.it","","","","","*.bioimis.it","","false"
"54.72.242.222","*.aws.retail-prod.js-devops.co.uk","","","","","*.aws.retail-prod.js-devops.co.uk","","false"
"54.72.242.227","kube-apiserver","","","","","fb45c32b2d1a0ce7c01a8f181ac39a0d.gr7.eu-west-1.eks.amazonaws.com|ip-10-0-110-252.eu-west-1.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","10.100.0.1|192.168.4.234|10.0.110.252","false"
"54.72.242.237","2ph.one","","","","","2ph.one|*.2ph.one|*.idcam.io|*.int.nextevent.com|*.mobilecam.io|*.nextevent.com|*.selfcam.io|*.test.nextevent.com|idcam.io|mobilecam.io|selfcam.io","","false"
"54.72.243.0","*.cko-qa.ckotech.co","","","","","*.cko-qa.ckotech.co","","false"
"54.72.243.22","*.voodoo-infra.io","","","","","*.voodoo-infra.io","","false"
"54.72.243.24","loudness-check.a2d-stage.tv","","","","","loudness-check.a2d-stage.tv","","false"
"54.72.243.30","*.campaign.adobe.com","Adobe Inc.","US","San Jose","California","*.campaign.adobe.com","","false"
"54.72.243.32","kube-apiserver","","","","","9f0af931aa749ec3b17d449f8715b4f8.gr7.eu-west-1.eks.amazonaws.com|ip-172-16-183-86.eu-west-1.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.10.14.35|172.16.183.86","false"
"54.72.243.33","*.eu-west-1.es.amazonaws.com","","","","","*.eu-west-1.es.amazonaws.com|*.cell-01.eu-west-1.es.amazonaws.com","","false"
"54.72.243.28","*.paymixvia.com","","","","","*.paymixvia.com|paymixvia.com","","false"
"54.72.243.36","webservicesecure.leidir.is","Taeknivit ehf","IS","Reykjavik","","","","false"
"54.72.243.50","log.telsod.net","","","","","log.telsod.net","","false"
"54.72.243.49","*.madbox.io","","","","","*.madbox.io|madbox.io","","false"
"54.72.243.53","Plesk","Plesk","CH","Schaffhausen","","","","true"
"54.72.243.48","*.crickex-staging.ft-crm.com","","","","","*.crickex-staging.ft-crm.com|crickex-staging.ft-crm.com","","false"
"54.72.243.62","*.live.eks.hotjar.com","","","","","*.live.eks.hotjar.com","","false"
"54.72.243.64","s24-infinity-cluster-5.eu-west-1.infinity.s24cloud.net","","","","","s24-infinity-cluster-5.eu-west-1.infinity.s24cloud.net|*.is24-zh-backend.eu-west-1.infinity.s24cloud.net|*.alias.s24cloud.net","","false"
"54.72.243.86","*.eu-west-1.es.amazonaws.com","","","","","*.eu-west-1.es.amazonaws.com","","false"
"54.72.243.70","*.products.cimpress.io","","","","","*.products.cimpress.io","","false"
"54.72.243.93","*.cybersmart.com","","","","","*.cybersmart.com|*.cybersmart.co.uk","","false"
"54.72.243.81","*.c11.eu-west-1.airflow.amazonaws.com","","","","","*.c11.eu-west-1.airflow.amazonaws.com","","false"
"54.72.243.65","*.eu-west-1.es.amazonaws.com","","","","","*.eu-west-1.es.amazonaws.com|*.cell-01.eu-west-1.es.amazonaws.com","","false"
"54.72.243.83","*.blinklearning.com","","","","","*.blinklearning.com|blinklearning.com","","false"
"54.72.243.84","*.adroll.com","","","","","*.adroll.com","","false"
"54.72.243.79","auto1.com","","","","","auto1.com|*.auto1.com","","false"
"54.72.243.91","Kubernetes Ingress Controller Fake Certificate","Acme Co","","","","ingress.local","","true"
"54.72.243.104","aws-sandbox.seo-london.org","","","","","aws-sandbox.seo-london.org","","false"
"54.72.243.103","*.samsungdm.com","Samsung Electronics Co., Ltd.","KR","","Gyeonggi-do","*.samsungdm.com|samsungdm.com","","false"
"54.72.243.100","*.cayennelabs.it","","","","","*.cayennelabs.it","","false"
"54.72.243.109","*.goglobal.travel","","","","","*.goglobal.travel|*.integration.apiservice.goglobal.travel|*.integration.xml.goglobal.travel|*.direct.xml.goglobal.travel|*.apiservice.goglobal.travel|*.xml.goglobal.travel|goglobal.travel|*.direct.apiservice.goglobal.travel","","false"
"54.72.243.110","*.id-uat.ovotech.org.uk","","","","","*.id-uat.ovotech.org.uk|myovo-uat.ovoenergy.com|my-uat.peterboroughenergy.co.uk|my-uat.boostpower.co.uk|my-uat.fairerpower.co.uk|my-uat.energysw.co.uk","","false"
"54.72.243.116","collaudo.i-tel.it","","","","","collaudo.i-tel.it","","false"
"54.72.243.125","*.harver-acc.com","","","","","*.harver-acc.com","","false"
"54.72.243.124","pusher.com","","","","","pusher.com|*.pusher.com","","false"
"54.72.243.128","sas.assistance.prod.aws.scania.com","","","","","sas.assistance.prod.aws.scania.com|midtier2.sas.assistance.prod.aws.scania.com|midtier1.sas.assistance.prod.aws.scania.com","","false"
"54.72.243.140","*.wildixin.com","","","","","*.wildixin.com|wildixin.com","","false"
"54.72.243.126","*.conductor.cimpress.io","","","","","*.conductor.cimpress.io","","false"
"54.72.243.137","eu-west-1.stage-vod.h264.io","","","","","eu-west-1.stage-vod.h264.io|*.eu-west-1.stage-vod.h264.io","","false"
"54.72.243.152","*.reportum.com","","","","","*.reportum.com|*.val.euwest1.m3inf.net","","false"
"54.72.243.151","*.myfilip.com","","","","","*.myfilip.com|myfilip.com","","false"
"54.72.243.150","01042-prod-eu-west-1-alb.eci0254d.eas.morningstar.com","","","","","01042-prod-eu-west-1-alb.eci0254d.eas.morningstar.com|01042-prod-alb.eci0254d.eas.morningstar.com|01042.eci0254d.eas.morningstar.com","","false"
"54.72.243.159","api.zender.media","","","","","api.zender.media|studio100-api.zender.tv","","false"
"54.72.243.162","balpa.org","","","","","balpa.org|*.balpa.org","","false"
"54.72.243.161","kube-apiserver","","","","","38b306f6f1a0b79d5609b885340451fe.gr7.eu-west-1.eks.amazonaws.com|ip-172-16-116-110.eu-west-1.compute.internal|kubernetes|kubernetes.default|kubernetes.default.svc|kubernetes.default.svc.cluster.local","172.20.0.1|10.30.2.30|172.16.116.110","false"
"54.72.243.179","shop.quadient.ca","","","","","shop.quadient.ca|www.shop.quadient.ch|eshop.neopost.lu|www.shop.quadient.ca|eshop.neopost.nl|www.eshop.neopost.lu|www.office.quadient.co.uk|shop.quadient.ch|www.eshop.neopost.be|eshop.neopost.be|www.shop.quadient.co.in|mysupplies.neopost.ca|shop.quadient.co.in|www.shop.quadient.jp|www.eshop.neopost.nl|www.shop.quadient.lu|www.shop.quadient.nl|www.shop.quadient.be|shop.quadient.nl|shop.quadient.lu|shop.quadient.be|shop.quadient.jp|eshop.neopost.ch|www.shop.quadient.com|www.eshop.neopost.ch","","false"
"54.72.243.180","*.reportum.com","","","","","*.reportum.com|*.test-stg.euwest1.m3inf.net|*.test-trg.euwest1.m3inf.net","","false"
"54.72.243.176","*.fortumo.io","","","","","*.fortumo.io","","false"
"54.72.243.182","*.testing.goguest.rocks","","","","","*.testing.goguest.rocks","","false"
